# Pathway	CSM9X23N_Abundance	HSM6XRQY_Abundance	HSM7J4NY_Abundance	HSMA33KE_Abundance	HSMA33OT_Abundance	MSM6J2QD_Abundance
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0.000843337	0	0	0.000434136	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00162997	0	0	0.00043115	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.00149851	0.00202809	0	0.00103908	0.000516508	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.000955721	0.0012866	0	0.00070719	0.00031755	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	1.17216e-05	0	0	0.000385906	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	6.83969e-05	0	0.000650383	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Dorea.s__Dorea_formicigenerans	0	0	0	3.05178e-05	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	4.87278e-05	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	0	0	0	2.27718e-05	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	3.94127e-05	3.73623e-05	0	0.000149189	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0.000340352	0	0	0.000117994	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	0	0.000561474	0	0.000190277	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0.000140382	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Roseburia.s__Roseburia_faecis	0.000131218	0	0	0	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|unclassified	0.000144396	0	0	0.000683338	0.000668673	0
PENTOSE-P-PWY: pentose phosphate pathway	0.00191102	0.00309292	0	0.0050423	0.0135761	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Bacteroides.s__Bacteroides_fragilis	0	5.6148e-05	0	2.38255e-05	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000363309	0	0.000133661	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.00029117	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0.000221186	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	0.000292717	0	0	0.000127202	0.00189868	0
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	0	5.15827e-05	0	0.000235201	0.00187425	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.0110893	0.012689	0	0.00995195	0.00552965	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0.000132998	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000238791	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0.00012985	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caccae	0.000388423	0	0	0.000212091	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_dorei	0.000263879	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_eggerthii	0.00112707	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000129767	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_finegoldii	0.00044115	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_fragilis	0	0.00044952	0	0.000249708	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.00051017	0	0.000151199	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0.00011571	0.000767727	0	0.000383321	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_stercoris	0	0.00444421	0	0	0.000557849	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000678106	0.000335766	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	0.0016317	0	0	0.000497716	0.00010506	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00150456	0	0	0.000368438	5.33444e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.0016525	0.00227845	0	0.00121601	0.000436902	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.00132578	0.00210626	0	0.00112466	0.000530851	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_xylanisolvens	2.03273e-05	0	0	0.000380611	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques	0	8.80051e-05	0	0.00101445	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Dorea.s__Dorea_formicigenerans	0	0	0	1.91682e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Dorea.s__Dorea_formicigenerans_CAG_28	0	0	0	2.8351e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Dorea.s__Dorea_longicatena	0	0	0	1.65018e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	7.32401e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_hallii	0	0	0	1.6208e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.000158573	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	9.50277e-05	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000240879	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	0	0	0	0.000300679	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Flavonifractor.s__Flavonifractor_plautii	0	8.38231e-05	0	0.000177719	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000211278	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	3.94881e-05	0	0.00010195	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis	0.000338363	0	0	0.000130825	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_merdae	0	0.000741348	0	0.000249435	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0.000123432	0.000420356	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0.000156891	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0.000416991	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_faecis	0.000118756	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	0.000514281	0	0	0.00102387	0.000988451	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.00491184	0.00231668	0	0.00565643	0.00453504	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000202521	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	0.000104751	7.0613e-05	0	0	0.000791253	0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0	0.000250622	0	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.000151451	0.000274791	0	0.000310013	0.0013415	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	0.000117305	0.000129995	0	0	0.00117615	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.00241477	0.00443106	0	0.0033431	0.00163632	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	0	0	0	0	0.000310561	0
PPGPPMET-PWY: ppGpp biosynthesis	0	0.000254023	0	0.000801601	0.000274681	0
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	0	0	0	7.54703e-05	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0	0.000831865	0	0.00323266	0.00337285	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis|unclassified	0	0	0	0.000274946	0	0
PWY-1042: glycolysis IV (plant cytosol)	0.0118714	0.0139364	0.0859454	0.0125988	0.0333832	0.0814226
PWY-1042: glycolysis IV (plant cytosol)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000389729	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_caccae	0.000442643	0	0	0.000281151	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_dorei	0.000505169	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_fragilis	0	0.000643459	0	0.000232269	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000468416	0	0.000186501	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_vulgatus	0.00228628	0.00350297	0	0.0017167	0.00520004	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.00192972	0.00272829	0	0.00168095	0.00658188	0
PWY-1042: glycolysis IV (plant cytosol)|g__Blautia.s__Ruminococcus_torques	0	0.00010856	0	0.00113074	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Dorea.s__Dorea_longicatena	0	0	0	6.56578e-05	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	7.05174e-05	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0.00021605	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.00020728	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	5.88544e-05	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.000630402	0	0	0.000123395	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Flavonifractor.s__Flavonifractor_plautii	0	0.000102982	0	0.000179513	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000345188	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	6.98669e-05	0	0.00031482	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Roseburia.s__Roseburia_faecis	0.000198653	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|unclassified	0.000352879	0.000147759	0.0224201	0.00114634	0.00415683	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0.00677323	0.00234647	0	0.00406528	0.00155529	0.00836555
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0.000297586	0	0	0.000133112	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000135627	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0.000443255	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0.000104668	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	8.62337e-05	0.00042828	0	0.000251022	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000755261	0.000287137	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0.00101604	0	0	0.000254557	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00163635	0	0	0.00038715	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0.000431582	9.83868e-05	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	0	0	0	0.000152288	0.000446083	0
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	0	0.000172122	0	0.000153044	0	0
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000111794	0	0
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	0	8.59487e-05	0	5.62764e-05	0	0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0	0.000334763	0	0	0	0
PWY-2723: trehalose degradation V	0	9.79793e-05	0	0	0	0
PWY-2941: L-lysine biosynthesis II	0.00502222	0.00578858	0	0.00417316	0	0.00664811
PWY-2941: L-lysine biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	0	0.000506472	0	0.000253364	0	0
PWY-2941: L-lysine biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000322812	0	0.000122973	0	0
PWY-2941: L-lysine biosynthesis II|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0.000146041	0	0
PWY-2941: L-lysine biosynthesis II|unclassified	0	0	0	0.000461699	0	0
PWY-2942: L-lysine biosynthesis III	0.0109237	0.0116316	0.0174981	0.00874785	0.00666928	0.0219516
PWY-2942: L-lysine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.00020391	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_caccae	0.000313264	0	0	0.000248649	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_dorei	0.000358999	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_eggerthii	0.00115736	0	0	0	0.000111753	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000150112	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_finegoldii	0.00036915	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_fragilis	0	0.000534846	0	0.000219617	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000358129	0	0.000121773	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	0.000173054	0.000106092	0	0.000274875	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_stercoris	0	0.00447287	0	0	0.000500283	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000732786	0.000291928	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	0.00189972	0	0	0.00067148	0.000173689	0.00582461
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00151849	0	0	0.000378705	6.18585e-05	0.00195778
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_vulgatus	0.00147262	0.0021837	0	0.00125455	0.000839307	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.000799325	0.00130189	0	0.000819311	0.000542063	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_xylanisolvens	1.43739e-05	0	0	0.000289396	0	0
PWY-2942: L-lysine biosynthesis III|g__Blautia.s__Ruminococcus_torques	0	0	0	0.000636628	0	0
PWY-2942: L-lysine biosynthesis III|g__Dorea.s__Dorea_longicatena	0	0	0	3.95768e-05	0	0
PWY-2942: L-lysine biosynthesis III|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	7.47772e-05	0	0
PWY-2942: L-lysine biosynthesis III|g__Eubacterium.s__Eubacterium_hallii	0	0	0	9.53696e-05	0	0
PWY-2942: L-lysine biosynthesis III|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.00012543	0	0
PWY-2942: L-lysine biosynthesis III|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0.000174917	0	0
PWY-2942: L-lysine biosynthesis III|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0.000184724	0	0
PWY-2942: L-lysine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	0.000449142	0	0	0.000177026	0.00058644	0
PWY-2942: L-lysine biosynthesis III|g__Parabacteroides.s__Parabacteroides_merdae	0	0.000879645	0	0.000278131	0	0
PWY-2942: L-lysine biosynthesis III|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	7.492e-05	0.000154229	0
PWY-2942: L-lysine biosynthesis III|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0.000225488	0
PWY-2942: L-lysine biosynthesis III|g__Roseburia.s__Roseburia_sp_CAG_471	0	0	0	0.000136731	0	0
PWY-2942: L-lysine biosynthesis III|unclassified	0.000272864	0	0	0.000665977	0.00111733	0
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.00974659	0.0115678	0	0.00894082	0.00546854	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000193776	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Bacteroides.s__Bacteroides_eggerthii	0.0010467	0	0	0	9.45754e-05	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0.00058307	0	0.000217764	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	0	0.000388197	0	0.000134227	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0.00436456	0	0	0.00068012	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	2.47267e-05	0	0.000627683	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0.000137888	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Eubacterium.s__Eubacterium_hallii_CAG_12	0	0	0	0.000135567	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	0.000191868	5.7822e-05	0	0.000384163	0.000521985	0
PWY-3841: folate transformations II	0.0124616	0.0123073	0.0247889	0.0098874	0.0120817	0.0317496
PWY-3841: folate transformations II|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0.000270932	0
PWY-3841: folate transformations II|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0.000159728	0
PWY-3841: folate transformations II|g__Alistipes.s__Alistipes_putredinis_CAG_67	0	0	0	0	0.00015469	0
PWY-3841: folate transformations II|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.000181141	0	0
PWY-3841: folate transformations II|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0.000117741	0	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_caccae	0.000419191	0	0	0.00021469	5.31253e-05	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_dorei	0.000290893	0	0	0	0	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_eggerthii	0.00120504	0	0	0	0	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0.000157351	0	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_finegoldii	0.000458734	0	0	0	0	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_fragilis	1.60231e-05	0.000500252	0	0.000350402	0	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_fragilis_CAG_47	8.18464e-06	0.000488723	0	0.000180789	0	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_ovatus	0.00017318	0.000973339	0	0.000345299	0.000155848	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_stercoris	0	0.00498277	0	0	0.00126967	0.00319825
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.000691416	0.000276836	0	0	0	0
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_uniformis	0.00197029	0	0	0.000706128	0.000307988	0.00507403
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.00184881	0	0	0.000513779	0.000110264	0.00252372
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_vulgatus	0.00162571	0.0017463	0	0.00137908	0.00178929	0.000875366
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.00132646	0.00185511	0	0.00124558	0.0011632	0.00124856
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_xylanisolvens	2.06132e-05	0	0	0.000385669	0	0
PWY-3841: folate transformations II|g__Blautia.s__Ruminococcus_torques	0	8.7316e-05	0	0.000918873	0	0
PWY-3841: folate transformations II|g__Dorea.s__Dorea_longicatena_CAG_42	0	0	0	7.0878e-05	0	0
PWY-3841: folate transformations II|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0.000101369	0	0
